Method list (CPU)

+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                         Method                                                                          |   Time (ms)    |  Own Time (ms)  |  Samples  |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                 |  13,530   99%  |              0  |    1,391  |
|  Run.runBenchmark()                                                                                                                                     |  13,530   99%  |              0  |    1,391  |
|  Run.doRuns(Benchmark)                                                                                                                                  |  13,507   99%  |              0  |    1,389  |
|  Run.measure(Benchmark)                                                                                                                                 |  13,507   99%  |              0  |    1,389  |
|  CD.benchmark(int)                                                                                                                                      |  13,497   99%  |          < 0.1  |    1,388  |
|  CD.innerBenchmarkLoop(int)                                                                                                                             |  13,497   99%  |              0  |    1,388  |
|  cd.CollisionDetector.handleNewFrame(Vector)                                                                                                            |  13,306   98%  |          < 0.1  |    1,368  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                   |  11,585   85%  |             19  |    1,192  |
|  cd.CollisionDetector.reduceCollisionSet(Vector)                                                                                                        |  11,549   85%  |              9  |    1,189  |
|  cd.CollisionDetector$$Lambda$16.0x00000008000cc000.apply(Object)                                                                                       |  10,145   75%  |             16  |    1,044  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$4(RedBlackTree, Motion)                                                                                 |  10,128   75%  |              9  |    1,042  |
|  cd.CollisionDetector.drawMotionOnVoxelMap(RedBlackTree, Motion)                                                                                        |  10,118   75%  |             43  |    1,041  |
|  cd.CollisionDetector.recurse(RedBlackTree, RedBlackTree, Vector2D, Motion)                                                                             |   9,926   73%  |          2,610  |    1,020  |
|  cd.RedBlackTree.put(Comparable, Object)                                                                                                                |   4,325   32%  |            831  |      445  |
|  cd.CollisionDetector.isInVoxel(Vector2D, Motion)                                                                                                       |   3,126   23%  |          3,126  |      320  |
|  cd.RedBlackTree.treeInsert(Comparable, Object)                                                                                                         |   2,745   20%  |          1,811  |      283  |
|  cd.CollisionDetector.putIntoMap(RedBlackTree, Vector2D, Motion)                                                                                        |   2,740   20%  |             29  |      285  |
|  cd.RedBlackTree.forEach(ForEachInterface)                                                                                                              |   1,670   12%  |            651  |      171  |
|  cd.CollisionDetector.lambda$handleNewFrame$0(RedBlackTree, Vector, Aircraft)                                                                           |   1,129    8%  |            161  |      116  |
|  cd.CollisionDetector$$Lambda$12.0x00000008000c6e88.apply(Object)                                                                                       |   1,129    8%  |              0  |      116  |
|  cd.Vector2D.compareTo(Object)                                                                                                                          |     877    6%  |             29  |       90  |
|  cd.Vector2D.compareTo(Vector2D)                                                                                                                        |     847    6%  |            121  |       87  |
|  cd.Vector2D.compareNumbers(double, double)                                                                                                             |     725    5%  |            725  |       75  |
|  cd.RedBlackTree.leftRotate(RedBlackTree$Node)                                                                                                          |     552    4%  |            552  |       57  |
|  cd.RedBlackTree$Node.successor()                                                                                                                       |     542    4%  |            173  |       55  |
|  cd.RedBlackTree.treeMinimum(RedBlackTree$Node)                                                                                                         |     416    3%  |            416  |       42  |
|  cd.RedBlackTree.get(Comparable)                                                                                                                        |     401    3%  |             59  |       43  |
|  cd.RedBlackTree.findNode(Comparable)                                                                                                                   |     341    3%  |            311  |       36  |
|  cd.CollisionDetector.lambda$handleNewFrame$3(Vector, Vector)                                                                                           |     290    2%  |             40  |       30  |
|  cd.CollisionDetector$$Lambda$21.0x00000008000cc450.apply(Object)                                                                                       |     290    2%  |              0  |       30  |
|  cd.Vector2D.<init>(double, double)                                                                                                                     |     258    2%  |            230  |       27  |
|  cd.Vector2D.minus(Vector2D)                                                                                                                            |     256    2%  |            150  |       27  |
|  cd.CollisionDetector.lambda$handleNewFrame$1(RedBlackTree, Vector, RedBlackTree$Entry)                                                                 |     251    2%  |              0  |       24  |
|  cd.CollisionDetector$$Lambda$13.0x00000008000c7d38.apply(Object)                                                                                       |     251    2%  |              0  |       24  |
|  cd.RedBlackTree.rightRotate(RedBlackTree$Node)                                                                                                         |     250    2%  |            250  |       26  |
|  cd.Motion.findIntersection(Motion)                                                                                                                     |     180    1%  |          < 0.1  |       19  |
|  cd.Simulator.simulate(double)                                                                                                                          |     178    1%  |            138  |       19  |
|  som.Vector.append(Object)                                                                                                                              |     176    1%  |            151  |       18  |
|  cd.CollisionDetector.lambda$reduceCollisionSet$5(Vector, RedBlackTree$Entry)                                                                           |     176    1%  |            158  |       18  |
|  cd.CollisionDetector$$Lambda$20.0x00000008000cc228.apply(Object)                                                                                       |     176    1%  |              0  |       18  |
|  cd.Vector2D.plus(Vector2D)                                                                                                                             |     160    1%  |            147  |       17  |
|  cd.Vector3D.minus(Vector3D)                                                                                                                            |     140    1%  |             98  |       15  |
|  cd.CollisionDetector.voxelHash(Vector3D)                                                                                                               |     138    1%  |              0  |       15  |
|  cd.Motion.delta()                                                                                                                                      |      88    1%  |              0  |        9  |
|  som.Vector.<init>()                                                                                                                                    |      68    1%  |             18  |        7  |
|  cd.CallSign.compareTo(Object)                                                                                                                          |      66    0%  |              6  |        7  |
|  cd.CallSign.compareTo(CallSign)                                                                                                                        |      59    0%  |             59  |        6  |
|  som.Vector.at(int)                                                                                                                                     |      49    0%  |             49  |        5  |
|  som.Vector.<init>(int)                                                                                                                                 |      49    0%  |             49  |        5  |
|  cd.Vector3D.<init>(double, double, double)                                                                                                             |      41    0%  |             41  |        5  |
|  cd.Vector3D.squaredMagnitude()                                                                                                                         |      39    0%  |             39  |        4  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                               |      39    0%  |              0  |        5  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                      |      39    0%  |              0  |        5  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                              |      39    0%  |              0  |        5  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                        |      39    0%  |              0  |        5  |
|  jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(String, boolean) ClassLoaders.java                                                           |      39    0%  |              0  |        5  |
|  java.lang.Object.<init>() Object.java                                                                                                                  |      37    0%  |             37  |        4  |
|  java.lang.Class.forName(String, boolean, ClassLoader) Class.java                                                                                       |      26    0%  |              0  |        4  |
|  java.lang.Class.forName0(String, boolean, ClassLoader, Class) Class.java (native)                                                                      |      26    0%  |              0  |        4  |
|  java.security.AccessController.doPrivileged(PrivilegedExceptionAction, AccessControlContext) AccessController.java                                     |      26    0%  |              0  |        4  |
|  java.security.AccessController.executePrivileged(PrivilegedExceptionAction, AccessControlContext, Class) AccessController.java                         |      26    0%  |              0  |        4  |
|  java.util.jar.JarFile.<init>(File, boolean, int, Runtime$Version) JarFile.java                                                                         |      26    0%  |              0  |        3  |
|  java.util.zip.ZipFile.<init>(File, int) ZipFile.java                                                                                                   |      26    0%  |              0  |        3  |
|  java.util.zip.ZipFile.<init>(File, int, Charset) ZipFile.java                                                                                          |      26    0%  |              0  |        3  |
|  java.util.zip.ZipFile$CleanableResource.<init>(ZipFile, ZipCoder, File, int) ZipFile.java                                                              |      26    0%  |              0  |        3  |
|  java.util.zip.ZipFile$Source.get(File, boolean, ZipCoder) ZipFile.java                                                                                 |      26    0%  |          < 0.1  |        3  |
|  jdk.internal.loader.URLClassPath.getLoader(int) URLClassPath.java                                                                                      |      26    0%  |              0  |        4  |
|  jdk.internal.loader.URLClassPath.getLoader(URL) URLClassPath.java                                                                                      |      26    0%  |              0  |        4  |
|  jdk.internal.loader.URLClassPath.getResource(String, boolean) URLClassPath.java                                                                        |      26    0%  |              0  |        4  |
|  jdk.internal.loader.URLClassPath$3.run() URLClassPath.java                                                                                             |      26    0%  |              0  |        4  |
|  jdk.internal.loader.URLClassPath$3.run() URLClassPath.java                                                                                             |      26    0%  |              0  |        4  |
|  jdk.internal.loader.URLClassPath$JarLoader.<init>(URL, URLStreamHandler, HashMap, AccessControlContext) URLClassPath.java                              |      26    0%  |              0  |        3  |
|  jdk.internal.loader.URLClassPath$JarLoader.ensureOpen() URLClassPath.java                                                                              |      26    0%  |              0  |        3  |
|  jdk.internal.loader.URLClassPath$JarLoader.getJarFile(URL) URLClassPath.java                                                                           |      26    0%  |              0  |        3  |
|  jdk.internal.loader.URLClassPath$JarLoader$1.run() URLClassPath.java                                                                                   |      26    0%  |              0  |        3  |
|  jdk.internal.loader.URLClassPath$JarLoader$1.run() URLClassPath.java                                                                                   |      26    0%  |              0  |        3  |
|  sun.launcher.LauncherHelper.checkAndLoadMain(boolean, int, String) LauncherHelper.java                                                                 |      26    0%  |              0  |        4  |
|  sun.launcher.LauncherHelper.loadMainClass(int, String) LauncherHelper.java                                                                             |      26    0%  |              0  |        4  |
|  java.util.Arrays.copyOf(Object[], int) Arrays.java                                                                                                     |      24    0%  |             24  |        3  |
|  java.lang.invoke.BootstrapMethodInvoker.invoke(Class, MethodHandle, String, Object, Object, Class) BootstrapMethodInvoker.java                         |      22    0%  |              0  |        1  |
|  java.lang.invoke.BoundMethodHandle.bindArgumentL(int, Object) BoundMethodHandle.java                                                                   |      22    0%  |              0  |        1  |
|  java.lang.invoke.BoundMethodHandle$SpeciesData.extendWith(byte) BoundMethodHandle.java                                                                 |      22    0%  |              0  |        1  |
|  java.lang.invoke.CallSite.makeSite(MethodHandle, String, MethodType, Object, Class) CallSite.java                                                      |      22    0%  |              0  |        1  |
|  java.lang.invoke.ClassSpecializer.findSpecies(Object) ClassSpecializer.java                                                                            |      22    0%  |              0  |        1  |
|  java.lang.invoke.ClassSpecializer$Factory.findGetter(Class, List, int) ClassSpecializer.java                                                           |      22    0%  |              0  |        1  |
|  java.lang.invoke.ClassSpecializer$Factory.findGetters(Class, List) ClassSpecializer.java                                                               |      22    0%  |              0  |        1  |
|  java.lang.invoke.ClassSpecializer$Factory.linkSpeciesDataToCode(ClassSpecializer$SpeciesData, Class) ClassSpecializer.java                             |      22    0%  |              0  |        1  |
|  java.lang.invoke.ClassSpecializer$Factory.loadSpecies(ClassSpecializer$SpeciesData) ClassSpecializer.java                                              |      22    0%  |              0  |        1  |
|  java.lang.invoke.DelegatingMethodHandle$Holder.delegate(Object, Object, Object, Object, Object, Object) DelegatingMethodHandle$Holder                  |      22    0%  |              0  |        1  |
|  java.lang.invoke.DirectMethodHandle.make(byte, Class, MemberName, Class) DirectMethodHandle.java                                                       |      22    0%  |              0  |        3  |
|  java.lang.invoke.DirectMethodHandle.make(Class, MemberName) DirectMethodHandle.java                                                                    |      22    0%  |              0  |        2  |
|  java.lang.invoke.DirectMethodHandle$Holder.invokeStatic(Object, Object, Object, Object, Object, Object) DirectMethodHandle$Holder                      |      22    0%  |              0  |        1  |
|  java.lang.invoke.Invokers$Holder.invokeExact_MT(Object, Object, Object, Object, Object, Object, Object) Invokers$Holder                                |      22    0%  |              0  |        1  |
|  java.lang.invoke.LambdaFormEditor.bindArgumentForm(int) LambdaFormEditor.java                                                                          |      22    0%  |              0  |        1  |
|  java.lang.invoke.LambdaFormEditor.bindArgumentL(BoundMethodHandle, int, Object) LambdaFormEditor.java                                                  |      22    0%  |              0  |        1  |
|  java.lang.invoke.LambdaFormEditor.newSpeciesData(LambdaForm$BasicType) LambdaFormEditor.java                                                           |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandleNatives.linkCallSite(Object, int, Object, Object, Object, Object, Object[]) MethodHandleNatives.java                      |      22    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandleNatives.linkCallSiteImpl(Class, MethodHandle, String, MethodType, Object, Object[]) MethodHandleNatives.java              |      22    0%  |              0  |        2  |
|  java.lang.invoke.MethodHandles.insertArguments(MethodHandle, int, Object[]) MethodHandles.java                                                         |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandles$Lookup.findGetter(Class, String, Class) MethodHandles.java                                                              |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandles$Lookup.getDirectField(byte, Class, MemberName) MethodHandles.java                                                       |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodHandles$Lookup.getDirectFieldCommon(byte, Class, MemberName, boolean) MethodHandles.java                                        |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodType.insertParameterTypes(int, Class[]) MethodType.java                                                                         |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodType.makeImpl(Class, Class[], boolean) MethodType.java                                                                          |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodType$ConcurrentWeakInternSet.add(Object) MethodType.java                                                                        |      22    0%  |              0  |        1  |
|  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry.<init>(Object, ReferenceQueue) MethodType.java                                           |      22    0%  |              0  |        1  |
|  java.lang.invoke.StringConcatFactory.generateMHInlineCopy(MethodType, List) StringConcatFactory.java                                                   |      22    0%  |              0  |        1  |
|  java.lang.invoke.StringConcatFactory.makeConcatWithConstants(MethodHandles$Lookup, String, MethodType, String, Object[]) StringConcatFactory.java      |      22    0%  |              0  |        1  |
|  java.lang.invoke.StringConcatFactory.prepender(String, Class) StringConcatFactory.java                                                                 |      22    0%  |              0  |        1  |
|  java.lang.ref.Reference.<init>(Object, ReferenceQueue) Reference.java                                                                                  |      22    0%  |             22  |        1  |
|  java.lang.ref.WeakReference.<init>(Object, ReferenceQueue) WeakReference.java                                                                          |      22    0%  |              0  |        1  |
|  java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object, Object, Object, Object) Invokers$Holder                                                    |      20    0%  |             20  |        2  |
|  cd.RedBlackTree$Node.<init>(Object, Object)                                                                                                            |      20    0%  |             20  |        2  |
|  java.lang.ThreadLocal.createMap(Thread, Object) ThreadLocal.java                                                                                       |      14    0%  |              0  |        1  |
|  java.lang.ThreadLocal.get() ThreadLocal.java                                                                                                           |      14    0%  |              0  |        1  |
|  java.lang.ThreadLocal.setInitialValue() ThreadLocal.java                                                                                               |      14    0%  |              0  |        1  |
|  java.lang.ThreadLocal$ThreadLocalMap.<init>(ThreadLocal, Object) ThreadLocal.java                                                                      |      14    0%  |             14  |        1  |
|  java.nio.file.Files.readAttributes(Path, Class, LinkOption[]) Files.java                                                                               |      14    0%  |              0  |        1  |
|  sun.nio.fs.LinuxFileSystemProvider.readAttributes(Path, Class, LinkOption[]) LinuxFileSystemProvider.java                                              |      14    0%  |              0  |        1  |
|  sun.nio.fs.NativeBuffers.getNativeBufferFromCache(int) NativeBuffers.java                                                                              |      14    0%  |              0  |        1  |
|  sun.nio.fs.UnixFileAttributes.get(UnixPath, boolean) UnixFileAttributes.java                                                                           |      14    0%  |              0  |        1  |
|  sun.nio.fs.UnixFileAttributeViews$Basic.readAttributes() UnixFileAttributeViews.java                                                                   |      14    0%  |              0  |        1  |
|  sun.nio.fs.UnixFileSystemProvider.readAttributes(Path, Class, LinkOption[]) UnixFileSystemProvider.java                                                |      14    0%  |              0  |        1  |
|  sun.nio.fs.UnixNativeDispatcher.copyToNativeBuffer(UnixPath) UnixNativeDispatcher.java                                                                 |      14    0%  |              0  |        1  |
|  sun.nio.fs.UnixNativeDispatcher.stat(UnixPath, UnixFileAttributes) UnixNativeDispatcher.java                                                           |      14    0%  |              0  |        1  |
|  cd.Simulator.<init>(int)                                                                                                                               |      13    0%  |              0  |        1  |
|  com.yourkit.probes.builtin.Files.readOnEnter(RandomAccessFile) a                                                                                       |      13    0%  |              0  |        1  |
|  com.yourkit.probes.builtin.Files$RandomAccessFile_read_array_Probe.onEnter(RandomAccessFile) a                                                         |      13    0%  |              0  |        1  |
|  com.yourkit.probes.Table.createRow(int) a                                                                                                              |      13    0%  |              0  |        1  |
|  com.yourkit.probes.Table.createRow() a                                                                                                                 |      13    0%  |             13  |        1  |
|  java.io.RandomAccessFile.read(byte[], int, int) RandomAccessFile.java                                                                                  |      13    0%  |              0  |        1  |
|  java.io.RandomAccessFile.readFully(byte[], int, int) RandomAccessFile.java                                                                             |      13    0%  |              0  |        1  |
|  java.util.zip.InflaterInputStream.read(byte[], int, int) InflaterInputStream.java                                                                      |      13    0%  |              0  |        1  |
|  java.util.zip.ZipFile$Source.readFullyAt(byte[], int, int, long) ZipFile.java                                                                          |      13    0%  |              0  |        1  |
|  java.util.zip.ZipFile$ZipFileInflaterInputStream.fill() ZipFile.java                                                                                   |      13    0%  |              0  |        1  |
|  java.util.zip.ZipFile$ZipFileInputStream.initDataOffset() ZipFile.java                                                                                 |      13    0%  |              0  |        1  |
|  java.util.zip.ZipFile$ZipFileInputStream.read(byte[], int, int) ZipFile.java                                                                           |      13    0%  |              0  |        1  |
|  jdk.internal.loader.BuiltinClassLoader.defineClass(String, Resource) BuiltinClassLoader.java                                                           |      13    0%  |              0  |        1  |
|  jdk.internal.loader.Resource.getBytes() Resource.java                                                                                                  |      13    0%  |              0  |        1  |
|  jdk.internal.loader.URLClassPath$JarLoader$2.getBytes() URLClassPath.java                                                                              |      13    0%  |              0  |        1  |
|  cd.Motion.<init>(CallSign, Vector3D, Vector3D)                                                                                                         |      12    0%  |              2  |        2  |
|  java.lang.invoke.DirectMethodHandle.allocateInstance(Object) DirectMethodHandle.java                                                                   |      10    0%  |              0  |        1  |
|  java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial(Object, Object) DirectMethodHandle$Holder                                                  |      10    0%  |              0  |        1  |
|  java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object, Object) Invokers$Holder                                                                    |      10    0%  |              0  |        1  |
|  jdk.internal.misc.Unsafe.allocateInstance(Class) Unsafe.java (native)                                                                                  |      10    0%  |             10  |        1  |
|  cd.RedBlackTree.<init>()                                                                                                                               |       9    0%  |              9  |        1  |
|  java.io.BufferedWriter.flushBuffer() BufferedWriter.java                                                                                               |       9    0%  |              0  |        1  |
|  java.io.OutputStreamWriter.write(char[], int, int) OutputStreamWriter.java                                                                             |       9    0%  |              0  |        1  |
|  java.io.PrintStream.println(String) PrintStream.java                                                                                                   |       9    0%  |              0  |        1  |
|  java.io.PrintStream.writeln(String) PrintStream.java                                                                                                   |       9    0%  |              0  |        1  |
|  java.nio.Buffer.<init>(int, int, int, int, MemorySegmentProxy) Buffer.java                                                                             |       9    0%  |              0  |        1  |
|  java.nio.CharBuffer.<init>(int, int, int, int, char[], int, MemorySegmentProxy) CharBuffer.java                                                        |       9    0%  |              0  |        1  |
|  java.nio.CharBuffer.position(int) CharBuffer.java                                                                                                      |       9    0%  |              9  |        1  |
|  java.nio.CharBuffer.position(int) CharBuffer.java                                                                                                      |       9    0%  |              0  |        1  |
