Method list (CPU)

+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                        Method                                                                                        |   Time (ms)    |  Own Time (ms)  |  Samples  |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                              |  45,586   99%  |              0  |    4,573  |
|  Run.runBenchmark()                                                                                                                                                                  |  45,586   99%  |          < 0.1  |    4,573  |
|  Run.doRuns(Benchmark)                                                                                                                                                               |  45,577   99%  |              0  |    4,571  |
|  Run.measure(Benchmark)                                                                                                                                                              |  45,577   99%  |          < 0.1  |    4,571  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                                      |  45,547   99%  |          < 0.1  |    4,568  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                                  |  45,501   99%  |              9  |    4,566  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                                |  29,903   65%  |          1,094  |    2,999  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                                  |  27,164   59%  |             39  |    2,733  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                                 |  27,044   59%  |          5,279  |    2,721  |
|  som.Set.add(Object)                                                                                                                                                                 |  18,429   40%  |              9  |    1,843  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                                   |  18,232   40%  |              0  |    1,824  |
|  som.Set.hasSome(TestInterface)                                                                                                                                                      |  18,142   40%  |             79  |    1,812  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                                   |  18,082   40%  |            919  |    1,805  |
|  som.IdentitySet.contains(Object)                                                                                                                                                    |  17,782   39%  |          < 0.1  |    1,779  |
|  havlak.LoopStructureGraph$$Lambda$87.0x00000008000cd340.apply(Object)                                                                                                               |  17,744   39%  |            287  |    1,775  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                             |  17,587   38%  |            139  |    1,759  |
|  havlak.LoopStructureGraph.lambda$calculateNestingLevel$0(SimpleLoop)                                                                                                                |  17,457   38%  |             85  |    1,746  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                          |  17,447   38%  |              0  |    1,745  |
