# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.02%        797004  C2 CompilerThre  libjvm.so             [.] os::vm_page_size
     0.02%        796331  C2 CompilerThre  libjvm.so             [.] Matcher::match
     0.02%        796331  C2 CompilerThre  libjvm.so             [.] convI2L_reg_regNode::cisc_RegMask
     0.02%        796087  C2 CompilerThre  [kernel.kallsyms]     [k] dequeue_entity
     0.02%        795265  C1 CompilerThre  libjvm.so             [.] Mutex::try_lock
     0.02%        795005  C1 CompilerThre  [kernel.kallsyms]     [k] mmap_region
     0.02%        794321  C2 CompilerThre  libjvm.so             [.] StoreNode::Ideal
     0.02%        793677  C2 CompilerThre  libjvm.so             [.] DecodeNNode::Value
     0.02%        792666  C1 CompilerThre  libjvm.so             [.] Instruction::needs_exception_state
     0.02%        792339  C1 CompilerThre  libc.so.6             [.] qsort
     0.02%        792178  Thread-0         libjvm.so             [.] Dictionary::find
     0.02%        791212  C2 CompilerThre  libjvm.so             [.] CompileBroker::possibly_add_compiler_threads
     0.02%        791118  C2 CompilerThre  libjvm.so             [.] checkCastPPNode::rule
     0.02%        791003  C2 CompilerThre  [kernel.kallsyms]     [k] update_load_avg
     0.02%        790565  C1 CompilerThre  libjvm.so             [.] ValueMap::kill_field
     0.02%        790131  C2 CompilerThre  libjvm.so             [.] ciEnv::get_klass_by_name_impl
     0.02%        789053  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::check_for_high_pressure_transition_at_fatproj
     0.02%        788877  C2 CompilerThre  libjvm.so             [.] PhaseIterGVN::register_new_node_with_optimizer
     0.02%        787767  C2 CompilerThre  libjvm.so             [.] Type::Initialize
     0.02%        786633  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::monitor_address
     0.02%        786452  C2 CompilerThre  libjvm.so             [.] Node_Array::grow
     0.02%        785649  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::xmeet_helper
     0.02%        785278  C1 CompilerThre  libjvm.so             [.] Constant::hash
     0.02%        784667  C1 CompilerThre  libjvm.so             [.] LIR_List::branch_destination
     0.02%        783851  C1 CompilerThre  libjvm.so             [.] Dictionary::find
     0.02%        781656  C1 CompilerThre  libjvm.so             [.] NewInstanceStub::emit_code
     0.02%        781116  C1 CompilerThre  libjvm.so             [.] CodeSection::initialize_shared_locs
     0.02%        780673  C1 CompilerThre  libjvm.so             [.] LinearScan::create_interval
     0.02%        779578  C2 CompilerThre  libjvm.so             [.] MachProjNode::ideal_reg
     0.02%        778639  C1 CompilerThre  libjvm.so             [.] LinkResolver::runtime_resolve_special_method
     0.02%        778543  C2 CompilerThre  libjvm.so             [.] MemNode::Ideal_common
     0.02%        777664  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_Constant
     0.02%        777078  C1 CompilerThre  libc.so.6             [.] msort_with_tmp.part.0
     0.02%        776961  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::make_block_at
     0.02%        776697  som              ld-linux-x86-64.so.2  [.] do_lookup_x
     0.02%        775576  C2 CompilerThre  libjvm.so             [.] IfNode::fold_compares
     0.02%        775347  C1 CompilerThre  libjvm.so             [.] HasScavengableOops::do_oop
     0.02%        774242  C1 CompilerThre  libjvm.so             [.] AbstractAssembler::start_a_stub
     0.02%        774122  C2 CompilerThre  libjvm.so             [.] BCEscapeAnalyzer::set_modified
     0.02%        773963  C1 CompilerThre  libjvm.so             [.] LIRGenerator::move_to_phi
     0.02%        772101  C2 CompilerThre  [kernel.kallsyms]     [k] __audit_syscall_exit
     0.02%        772101  C2 CompilerThre  libjvm.so             [.] GraphKit::sync_jvms
     0.02%        771191  C1 CompilerThre  libjvm.so             [.] Assembler::cmpq
     0.02%        771076  C1 CompilerThre  libc.so.6             [.] ___vsnprintf
     0.02%        770953  C2 CompilerThre  libjvm.so             [.] ciEnv::get_klass_by_index_impl
     0.02%        769732  C1 CompilerThre  libjvm.so             [.] LIR_Const::as_constant
     0.02%        769725  java             libjvm.so             [.] CollectedHeap::is_oop
     0.02%        769665  C1 CompilerThre  libjvm.so             [.] Symbol::as_klass_external_name
     0.02%        768009  C1 CompilerThre  libjvm.so             [.] non-virtual thunk to SubstitutionResolver::visit(Instruction**)
     0.02%        766315  C2 CompilerThre  libjvm.so             [.] IfNode::Ideal
     0.02%        765548  C1 CompilerThre  libjvm.so             [.] LIRGenerator::new_register
     0.02%        764913  C1 CompilerThre  libjvm.so             [.] LIRGenerator::invoke_load_arguments
     0.02%        764467  C1 CompilerThre  libjvm.so             [.] Klass::next_sibling
     0.02%        764193  C1 CompilerThre  libjvm.so             [.] Klass::is_klass
     0.02%        762417  C2 CompilerThre  [kernel.kallsyms]     [k] copy_user_generic_string
     0.02%        761788  C1 CompilerThre  libjvm.so             [.] RelocIterator::advance_over_prefix
     0.02%        761032  C2 CompilerThre  libjvm.so             [.] ConstraintCastNode::depends_only_on_test
     0.02%        756821  java             libjvm.so             [.] ObjectSynchronizer::FastHashCode
     0.02%        756227  C1 CompilerThre  libjvm.so             [.] Chunk::next_chop
     0.02%        755901  C1 CompilerThre  libjvm.so             [.] DataLayout::cell_count
     0.02%        755901  C1 CompilerThre  libjvm.so             [.] GenerateOopMap::merge_state_into_bb
     0.02%        755569  C2 CompilerThre  libjvm.so             [.] GraphKit::clean_stack
     0.02%        754479  C2 CompilerThre  libjvm.so             [.] ConNode::out_RegMask
     0.02%        754138  C1 CompilerThre  libjvm.so             [.] GenerateOopMap::do_method
     0.02%        753664  C2 CompilerThre  libjvm.so             [.] GenerateOopMap::interp_bb
     0.02%        753504  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::fixup_spills
     0.02%        752276  C2 CompilerThre  libjvm.so             [.] ConstantPool::impl_klass_ref_index_at
     0.02%        751805  C2 CompilerThre  libjvm.so             [.] Block::find_node
     0.02%        751759  C1 CompilerThre  libjvm.so             [.] Klass::subklass
     0.02%        751003  C1 CompilerThre  [kernel.kallsyms]     [k] try_charge_memcg
     0.02%        750361  C2 CompilerThre  [kernel.kallsyms]     [k] kernfs_dop_revalidate
     0.02%        749877  C1 CompilerThre  libjvm.so             [.] Assembler::movq
     0.02%        748893  C1 CompilerThre  libjvm.so             [.] ciMethod::load_code
     0.02%        748065  C1 CompilerThre  libjvm.so             [.] metaspace::MetaspaceArena::allocate
     0.02%        747076  C1 CompilerThre  libjvm.so             [.] ValueStack::pop_arguments
     0.02%        744358  C1 CompilerThre  libjvm.so             [.] RangeCheckEliminator::Visitor::do_LogicOp
     0.02%        742709  C2 CompilerThre  libjvm.so             [.] DecodeNNode::Opcode
     0.02%        742709  C2 CompilerThre  libjvm.so             [.] Node::add_prec
     0.02%        738829  C1 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%        736834  C1 CompilerThre  libc.so.6             [.] __strlen_avx2
     0.02%        736174  C1 CompilerThre  libjvm.so             [.] ciInstanceKlass::ciInstanceKlass
     0.02%        734741  C1 CompilerThre  libjvm.so             [.] ciEnv::is_in_vm
     0.02%        733072  C2 CompilerThre  libc.so.6             [.] pthread_mutex_trylock@@GLIBC_2.34
     0.02%        730743  C1 CompilerThre  libjvm.so             [.] CodeBuffer::initialize_section_size
     0.02%        729223  C1 CompilerThre  [kernel.kallsyms]     [k] alloc_pages_vma
     0.02%        728838  C2 CompilerThre  libjvm.so             [.] BarrierSetC2::store_at_resolved
     0.02%        728712  C2 CompilerThre  libjvm.so             [.] Matcher::match_rule_supported
     0.02%        727890  C2 CompilerThre  libjvm.so             [.] PhaseCFG::replace_block_proj_ctrl
     0.02%        727852  C2 CompilerThre  libjvm.so             [.] LoadNode::bottom_type
     0.02%        725671  C1 CompilerThre  libjvm.so             [.] SignatureStream::next
     0.02%        724001  C1 CompilerThre  libjvm.so             [.] CompileQueue::purge_stale_tasks
     0.02%        722827  C1 CompilerThre  libjvm.so             [.] MoveResolver::add_mapping
     0.02%        722772  C2 CompilerThre  libjvm.so             [.] Compile::push_thru_add
     0.02%        721907  C1 CompilerThre  libjvm.so             [.] RelocIterator::RelocIterator
     0.02%        721553  C1 CompilerThre  libc.so.6             [.] __futex_abstimed_wait_common
     0.02%        720109  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::is_interface
     0.02%        717254  C1 CompilerThre  libjvm.so             [.] GraphBuilder::method_return
     0.02%        715792  C1 CompilerThre  libjvm.so             [.] EdgeMoveOptimizer::optimize_moves_at_block_end
     0.02%        715622  C1 CompilerThre  libjvm.so             [.] NullCheckVisitor::do_Invoke
     0.02%        714932  C1 CompilerThre  [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%        712394  C1 CompilerThre  libjvm.so             [.] SignatureStream::find_symbol
     0.02%        709765  C1 CompilerThre  libc.so.6             [.] clock_gettime@@GLIBC_2.17
     0.02%        708520  C1 CompilerThre  libjvm.so             [.] NewInstanceStub::NewInstanceStub
     0.02%        707474  C1 CompilerThre  libjvm.so             [.] ciMethodData::load_remaining_extra_data
     0.02%        703735  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::compute_dominators
     0.02%        700365  C1 CompilerThre  libjvm.so             [.] ciField::will_link
     0.02%        699611  C1 CompilerThre  libjvm.so             [.] Assembler::prefix
     0.02%        699205  C1 CompilerThre  libjvm.so             [.] AddressLiteral::AddressLiteral
     0.02%        695017  C1 CompilerThre  libjvm.so             [.] ResourceBitMap::resize
     0.02%        691284  C1 CompilerThre  libjvm.so             [.] Runtime1::blob_for
     0.02%        689121  C1 CompilerThre  libjvm.so             [.] IntConstant::is_constant
     0.02%        684941  C1 CompilerThre  libjvm.so             [.] LIR_OprFact::intConst
     0.02%        682932  C1 CompilerThre  libjvm.so             [.] ConstantPool::has_appendix_at_if_loaded
     0.01%        676664  C2 CompilerThre  libjvm.so             [.] ConnectionGraph::ConnectionGraph
     0.01%        676187  C2 CompilerThre  libjvm.so             [.] TypeFunc::make
     0.01%        672882  C1 CompilerThre  [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.01%        670614  C1 CompilerThre  [kernel.kallsyms]     [k] __x64_sys_gettid
     0.01%        668740  C1 CompilerThre  libjvm.so             [.] CompilerOracle::has_option_value<double>
     0.01%        668048  C1 CompilerThre  libjvm.so             [.] ArithmeticOp::visit
     0.01%        667175  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_NullCheck
     0.01%        666150  C1 CompilerThre  libjvm.so             [.] JNIHandles::make_local
     0.01%        665020  C1 CompilerThre  [kernel.kallsyms]     [k] resched_curr
     0.01%        663015  C1 CompilerThre  libjvm.so             [.] ciEnv::get_klass_by_name_impl
     0.01%        662054  C2 CompilerThre  libc.so.6             [.] __strchr_avx2
     0.01%        662054  C2 CompilerThre  libjvm.so             [.] Node::add_out
     0.01%        661994  C2 CompilerThre  libjvm.so             [.] AndLNode::Ideal
     0.01%        661462  C2 CompilerThre  libjvm.so             [.] Type::make_constant_from_field
     0.01%        657087  C1 CompilerThre  libjvm.so             [.] ciEnv::get_field_by_index
     0.01%        655747  C1 CompilerThre  libjvm.so             [.] Assembler::emit_data
     0.01%        646393  C1 CompilerThre  libjvm.so             [.] Compiler::compile_method
     0.01%        642647  C1 CompilerThre  libjvm.so             [.] ValueMap::kill_memory
     0.01%        639850  C2 CompilerThre  libjvm.so             [.] RootNode::Ideal
     0.01%        637101  C1 CompilerThre  libjvm.so             [.] LinearScan::use_kind_of_input_operand
     0.01%        633800  C2 CompilerThre  libjvm.so             [.] MemBarNode::MemBarNode
     0.01%        633800  C2 CompilerThre  libjvm.so             [.] indOffset32Oper::in_RegMask
     0.01%        633076  C1 CompilerThre  libjvm.so             [.] MethodData::allocate
     0.01%        632993  C2 CompilerThre  libjvm.so             [.] TypeFunc::make
     0.01%        625710  C1 CompilerThre  libjvm.so             [.] Assembler::movl
     0.01%        624257  C2 CompilerThre  libjvm.so             [.] MethodLiveness::get_liveness_at
