Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                                Method                                                                                 |   Time (ms)   |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                               |  3,905   99%  |              0  |      399  |
|  Run.runBenchmark()                                                                                                                                                   |  3,879   99%  |          < 0.1  |      397  |
|  Run.doRuns(Benchmark)                                                                                                                                                |  3,866   98%  |              0  |      395  |
|  Run.measure(Benchmark)                                                                                                                                               |  3,866   98%  |              0  |      395  |
|  DeltaBlue.innerBenchmarkLoop(int)                                                                                                                                    |  3,830   97%  |          < 0.1  |      391  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                 |  2,456   62%  |          1,725  |      247  |
|  deltablue.Planner.chainTest(int)                                                                                                                                     |  2,083   53%  |             11  |      207  |
|  deltablue.Planner.projectionTest(int)                                                                                                                                |  1,747   44%  |             45  |      184  |
|  deltablue.Plan.execute()                                                                                                                                             |  1,432   36%  |              0  |      146  |
|  deltablue.Planner.change(Variable, int)                                                                                                                              |  1,360   35%  |          < 0.1  |      139  |
|  deltablue.AbstractConstraint.satisfy(int, Planner)                                                                                                                   |    838   21%  |             94  |       85  |
|  deltablue.Planner.incrementalAdd(AbstractConstraint)                                                                                                                 |    838   21%  |              0  |       85  |
|  deltablue.AbstractConstraint.destroyConstraint(Planner)                                                                                                              |    791   20%  |              0  |       80  |
|  deltablue.AbstractConstraint.addConstraint(Planner)                                                                                                                  |    783   20%  |              4  |       80  |
|  deltablue.Planner.incrementalRemove(AbstractConstraint)                                                                                                              |    731   19%  |          < 0.1  |       74  |
|  deltablue.Planner.addPropagate(AbstractConstraint, int)                                                                                                              |    681   17%  |            167  |       69  |
|  deltablue.UnaryConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                    |    636   16%  |             29  |       63  |
|  deltablue.Planner.removePropagateFrom(Variable)                                                                                                                      |    556   14%  |              1  |       56  |
|  deltablue.Planner.addConstraintsConsumingTo(Variable, Vector)                                                                                                        |    430   11%  |             17  |       43  |
|  deltablue.EditConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                     |    407   10%  |              0  |       37  |
|  deltablue.Planner.constraintsConsuming(Variable, ForEachInterface)                                                                                                   |    318    8%  |              0  |       31  |
|  deltablue.Planner.extractPlanFromConstraints(Vector)                                                                                                                 |    306    8%  |              0  |       32  |
|  deltablue.Planner.makePlan(Vector)                                                                                                                                   |    306    8%  |             52  |       32  |
|  deltablue.Plan$$Lambda$22.0x00000008000ccd88.apply(Object)                                                                                                           |    304    8%  |            105  |       33  |
|  som.Vector.<init>(int)                                                                                                                                               |    284    7%  |            284  |       27  |
|  deltablue.Variable.<init>()                                                                                                                                          |    278    7%  |             49  |       26  |
|  java.util.Arrays.setAll(Object[], IntFunction) Arrays.java                                                                                                           |    263    7%  |             15  |       24  |
|  deltablue.Planner.lambda$chainTest$7(int)                                                                                                                            |    248    6%  |              9  |       23  |
|  deltablue.Planner$$Lambda$8.0x00000008000c66a0.apply(int)                                                                                                            |    248    6%  |              0  |       23  |
|  deltablue.StayConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                     |    229    6%  |              0  |       26  |
|  deltablue.Plan.lambda$execute$0(AbstractConstraint)                                                                                                                  |    198    5%  |             64  |       21  |
|  som.Vector.append(Object)                                                                                                                                            |    154    4%  |            144  |       17  |
|  deltablue.Planner$$Lambda$26.0x00000008000cd620.apply(Object)                                                                                                        |    149    4%  |             39  |       15  |
|  deltablue.ScaleConstraint.<init>(Variable, Variable, Variable, Variable, Strength$Sym, Planner)                                                                      |    140    4%  |              0  |       16  |
|  deltablue.Planner.lambda$incrementalRemove$0(AbstractConstraint)                                                                                                     |    134    3%  |              0  |       14  |
|  deltablue.Planner$$Lambda$33.0x00000008000cdae0.apply(Object)                                                                                                        |    134    3%  |              0  |       14  |
|  deltablue.BinaryConstraint.isSatisfied()                                                                                                                             |    130    3%  |            130  |       14  |
|  deltablue.Planner.lambda$addConstraintsConsumingTo$2(AbstractConstraint, Vector, AbstractConstraint)                                                                 |    123    3%  |             38  |       13  |
|  deltablue.Planner$$Lambda$15.0x00000008000cc000.apply(Object)                                                                                                        |    123    3%  |              0  |       13  |
|  deltablue.Planner.lambda$constraintsConsuming$3(AbstractConstraint, ForEachInterface, AbstractConstraint)                                                            |    109    3%  |          < 0.1  |       11  |
|  deltablue.EqualityConstraint.<init>(Variable, Variable, Strength$Sym, Planner)                                                                                       |    105    3%  |              9  |       11  |
|  deltablue.UnaryConstraint.removeFromGraph()                                                                                                                          |     99    3%  |              0  |       10  |
