Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  46,075   99%  |          < 0.1  |    4,642  |
|  Run.runBenchmark()                                                                                                                                                        |  46,069   99%  |          < 0.1  |    4,641  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  46,047   99%  |              0  |    4,637  |
|  Run.measure(Benchmark)                                                                                                                                                    |  46,047   99%  |              0  |    4,637  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                            |  45,994   99%  |          < 0.1  |    4,631  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                        |  45,981   99%  |              9  |    4,630  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |  30,021   65%  |          1,273  |    3,009  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                        |  27,314   59%  |             12  |    2,763  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                       |  27,069   59%  |          5,036  |    2,738  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                         |  18,608   40%  |              0  |    1,861  |
|  som.Set.add(Object)                                                                                                                                                       |  18,541   40%  |          < 0.1  |    1,855  |
|  som.Set.hasSome(TestInterface)                                                                                                                                            |  18,185   39%  |             87  |    1,818  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                         |  18,097   39%  |            909  |    1,809  |
|  havlak.LoopStructureGraph$$Lambda$87.0x00000008000cd340.apply(Object)                                                                                                     |  17,921   39%  |            267  |    1,791  |
|  som.IdentitySet.contains(Object)                                                                                                                                          |  17,895   39%  |          < 0.1  |    1,789  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                   |  17,748   38%  |            203  |    1,774  |
|  havlak.LoopStructureGraph.lambda$calculateNestingLevel$0(SimpleLoop)                                                                                                      |  17,654   38%  |             59  |    1,764  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                |  17,544   38%  |              0  |    1,753  |
|  som.IdentitySet.lambda$contains$0(Object, Object)                                                                                                                         |  17,188   37%  |         17,188  |    1,718  |
|  som.IdentitySet$$Lambda$24.0x00000008000ccef0.test(Object)                                                                                                                |  17,188   37%  |              0  |    1,718  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                                                   |   8,325   18%  |              0  |      853  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                                                    |   4,933   11%  |             35  |      501  |
|  havlak.HavlakLoopFinder.identifyEdges(int)                                                                                                                                |   4,843   10%  |            208  |      487  |
|  havlak.HavlakLoopFinder.processEdges(BasicBlock, int)                                                                                                                     |   4,625   10%  |            136  |      464  |
|  havlak.HavlakLoopFinder$$Lambda$15.0x00000008000c5c70.apply(Object)                                                                                                       |   3,931    8%  |            114  |      395  |
|  havlak.HavlakLoopFinder.lambda$processEdges$1(int, BasicBlock)                                                                                                            |   3,817    8%  |          3,145  |      384  |
|  som.Set.forEach(ForEachInterface)                                                                                                                                         |   3,383    7%  |             19  |      336  |
|  havlak.HavlakLoopFinder.doDFS(BasicBlock, int)                                                                                                                            |   3,174    7%  |          2,777  |      321  |
|  havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int, Vector, Vector, UnionFindNode)                                                                                      |   2,766    6%  |             16  |      274  |
|  havlak.HavlakLoopFinder$$Lambda$22.0x00000008000ccaa0.apply(Object)                                                                                                       |   2,736    6%  |            112  |      270  |
|  havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$4(int, Vector, Vector, Integer)                                                                                   |   2,624    6%  |          1,906  |      263  |
|  havlak.HavlakLoopFinder.stepD(int, Vector)                                                                                                                                |   2,413    5%  |            786  |      247  |
|  som.Vector.append(Object)                                                                                                                                                 |   2,152    5%  |          1,915  |      218  |
|  som.Vector.<init>()                                                                                                                                                       |   1,593    3%  |            269  |      160  |
|  havlak.HavlakLoopFinder$$Lambda$13.0x00000008000c5a48.apply(Object)                                                                                                       |   1,585    3%  |             20  |      161  |
|  havlak.HavlakLoopFinder.lambda$initAllNodes$0(BasicBlock)                                                                                                                 |   1,564    3%  |            749  |      159  |
|  som.Vector.<init>(int)                                                                                                                                                    |   1,527    3%  |          1,497  |      155  |
|  havlak.HavlakLoopFinder.setLoopAttributes(int, Vector, SimpleLoop)                                                                                                        |   1,327    3%  |          < 0.1  |      136  |
|  som.Set.<init>()                                                                                                                                                          |   1,325    3%  |             19  |      134  |
|  som.Set.<init>(int)                                                                                                                                                       |   1,305    3%  |          1,043  |      132  |
|  havlak.HavlakLoopFinder$$Lambda$25.0x00000008000cd118.apply(Object)                                                                                                       |   1,259    3%  |            291  |      128  |
|  havlak.HavlakLoopFinder$$Lambda$19.0x00000008000cc428.apply(Object)                                                                                                       |   1,206    3%  |            775  |      123  |
|  som.Vector.removeAll()                                                                                                                                                    |   1,166    3%  |          1,166  |      116  |
|  som.Dictionary.atPut(Dictionary$CustomHash, Object)                                                                                                                       |   1,157    3%  |            262  |      117  |
|  havlak.LoopStructureGraph.createNewLoop(BasicBlock, boolean)                                                                                                              |   1,049    2%  |             69  |      106  |
|  havlak.UnionFindNode.findSet()                                                                                                                                            |   1,002    2%  |            360  |      101  |
|  havlak.HavlakLoopFinder.lambda$setLoopAttributes$5(int, SimpleLoop, UnionFindNode)                                                                                        |     968    2%  |            101  |       98  |
|  havlak.SimpleLoop.<init>(BasicBlock, boolean)                                                                                                                             |     934    2%  |            175  |       94  |
|  havlak.LoopStructureGraph.calculateNestingLevelRec(SimpleLoop, int)                                                                                                       |     646    1%  |          < 0.1  |       66  |
|  havlak.LoopStructureGraph$$Lambda$88.0x00000008000cd568.apply(Object)                                                                                                     |     646    1%  |            202  |       66  |
|  havlak.LoopStructureGraph.lambda$calculateNestingLevelRec$1(int, SimpleLoop, SimpleLoop)                                                                                  |     636    1%  |              0  |       65  |
|  som.IdentitySet.<init>()                                                                                                                                                  |     570    1%  |             29  |       56  |
|  som.Dictionary.resize()                                                                                                                                                   |     496    1%  |             39  |       51  |
|  som.Dictionary.transferEntries(Dictionary$Entry[])                                                                                                                        |     456    1%  |            456  |       47  |
|  havlak.HavlakLoopFinder.lambda$stepD$6(int, Vector, Integer)                                                                                                              |     430    1%  |             49  |       44  |
|  som.Set.contains(Object)                                                                                                                                                  |     404    1%  |          < 0.1  |       41  |
|  havlak.SimpleLoop.addNode(BasicBlock)                                                                                                                                     |     403    1%  |              0  |       41  |
|  java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object, Object) Invokers$Holder                                                                                       |     398    1%  |             57  |       45  |
|  java.lang.invoke.DirectMethodHandle$Holder.newInvokeSpecial(Object, Object) DirectMethodHandle$Holder                                                                     |     341    1%  |            229  |       39  |
|  som.Dictionary.hash(Dictionary$CustomHash)                                                                                                                                |     255    1%  |            165  |       25  |
|  java.util.Arrays.copyOf(Object[], int) Arrays.java                                                                                                                        |     237    1%  |            237  |       25  |
|  havlak.HavlakLoopFinder.<init>(ControlFlowGraph, LoopStructureGraph)                                                                                                      |     203    0%  |              0  |       21  |
|  java.lang.invoke.Invokers$Holder.linkToTargetMethod(Object, int, Object) Invokers$Holder                                                                                  |     185    0%  |              2  |       20  |
|  java.lang.invoke.LambdaForm$DMH.0x00000008000c8c00.newInvokeSpecial(Object, Object, int) LambdaForm$DMH                                                                   |     182    0%  |            162  |       19  |
|  som.IdentityDictionary.newEntry(Dictionary$CustomHash, Object, int)                                                                                                       |     163    0%  |             81  |       17  |
|  havlak.UnionFindNode.union(UnionFindNode)                                                                                                                                 |     159    0%  |            159  |       16  |
|  som.Vector.at(int)                                                                                                                                                        |     156    0%  |            156  |       16  |
|  som.Dictionary.at(Dictionary$CustomHash)                                                                                                                                  |     149    0%  |             77  |       15  |
|  java.lang.invoke.DirectMethodHandle.allocateInstance(Object) DirectMethodHandle.java                                                                                      |     147    0%  |            107  |       21  |
|  com.sun.management.internal.GarbageCollectorExtImpl.createGCNotification(long, String, String, String, GcInfo) GarbageCollectorExtImpl.java                               |     110    0%  |          < 0.1  |       12  |
|  java.lang.Object.<init>() Object.java                                                                                                                                     |      98    0%  |             98  |       10  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.getCompositeData() GarbageCollectionNotifInfoCompositeData.java                                       |      98    0%  |          < 0.1  |       10  |
|  com.sun.management.internal.GarbageCollectionNotifInfoCompositeData.toCompositeData(GarbageCollectionNotificationInfo) GarbageCollectionNotifInfoCompositeData.java       |      98    0%  |              0  |       10  |
|  com.sun.management.internal.GcInfoCompositeData.getCompositeData() GcInfoCompositeData.java                                                                               |      95    0%  |          < 0.1  |        8  |
|  com.sun.management.internal.GcInfoCompositeData.toCompositeData(GcInfo) GcInfoCompositeData.java                                                                          |      95    0%  |              0  |        9  |
|  sun.management.MappedMXBeanType$MapMXBeanType.toOpenTypeData(Object) MappedMXBeanType.java                                                                                |      95    0%  |          < 0.1  |        8  |
|  havlak.BasicBlock.customHash()                                                                                                                                            |      90    0%  |             90  |        8  |
|  som.IdentityDictionary$IdEntry.<init>(int, Object, Object, Dictionary$Entry)                                                                                              |      82    0%  |             23  |        8  |
|  havlak.UnionFindNode.getDfsNumber()                                                                                                                                       |      69    0%  |             69  |        7  |
|  havlak.LoopTesterApp.buildBaseLoop(int)                                                                                                                                   |      66    0%  |          < 0.1  |        7  |
|  havlak.LoopTesterApp.constructCFG(int, int, int)                                                                                                                          |      66    0%  |              0  |        7  |
