Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                        Method                                                                        |   Time (ms)    |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                              |  27,300   99%  |              0  |    2,740  |
|  Run.runBenchmark()                                                                                                                                  |  27,300   99%  |          < 0.1  |    2,740  |
|  Run.doRuns(Benchmark)                                                                                                                               |  27,274   99%  |              0  |    2,738  |
|  Run.measure(Benchmark)                                                                                                                              |  27,274   99%  |              0  |    2,738  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                   |  27,254   99%  |          < 0.1  |    2,736  |
|  Richards.benchmark()                                                                                                                                |  27,165   99%  |          7,033  |    2,727  |
|  richards.Scheduler.start()                                                                                                                          |  19,636   72%  |          < 0.1  |    1,971  |
|  richards.Scheduler.schedule()                                                                                                                       |  19,058   70%  |            596  |    1,913  |
|  richards.TaskControlBlock.runTask()                                                                                                                 |  17,616   64%  |         11,132  |    1,766  |
|  richards.Scheduler$$Lambda$10.0x00000008000c7978.apply(Packet, RBObject)                                                                            |   3,299   12%  |          1,069  |      332  |
|  richards.Scheduler.lambda$createHandler$1(Packet, RBObject)                                                                                         |   2,229    8%  |            258  |      224  |
|  richards.Scheduler$$Lambda$11.0x00000008000c7ba0.apply(Packet, RBObject)                                                                            |   1,846    7%  |            971  |      185  |
|  richards.HandlerTaskDataRecord.workInAdd(Packet)                                                                                                    |   1,397    5%  |            389  |      141  |
|  richards.RBObject.append(Packet, Packet)                                                                                                            |   1,047    4%  |            850  |      106  |
|  richards.Scheduler.lambda$createDevice$0(Packet, RBObject)                                                                                          |     875    3%  |            336  |       88  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                              |     870    3%  |             59  |       86  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                         |     845    3%  |            845  |       87  |
|  richards.Scheduler$$Lambda$8.0x00000008000c7528.apply(Packet, RBObject)                                                                             |     819    3%  |            239  |       83  |
|  richards.Scheduler$$Lambda$9.0x00000008000c7750.apply(Packet, RBObject)                                                                             |     587    2%  |            189  |       59  |
|  richards.Scheduler.lambda$createIdler$2(Packet, RBObject)                                                                                           |     580    2%  |            227  |       59  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                        |     515    2%  |            515  |       51  |
|  richards.Scheduler.<init>()                                                                                                                         |     498    2%  |            488  |       50  |
|  richards.Packet.<init>(Packet, int, int)                                                                                                            |     427    2%  |            427  |       43  |
|  richards.Scheduler.createPacket(Packet, int, int)                                                                                                   |     427    2%  |              0  |       43  |
|  richards.Scheduler.lambda$createWorker$3(Packet, RBObject)                                                                                          |     398    1%  |            109  |       40  |
|  richards.Scheduler.findTask(int)                                                                                                                    |     354    1%  |            354  |       35  |
|  richards.Scheduler.release(int)                                                                                                                     |     312    1%  |          < 0.1  |       32  |
