Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                                                 Method                                                                                                                 |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                                                |  45,812   99%  |              0  |    4,605  |
|  Run.runBenchmark()                                                                                                                                                                                                                    |  45,812   99%  |          < 0.1  |    4,605  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                                                 |  45,755   99%  |              0  |    4,602  |
|  Run.measure(Benchmark)                                                                                                                                                                                                                |  45,755   99%  |              0  |    4,602  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                                                                                        |  45,696   99%  |          < 0.1  |    4,596  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                                                                                    |  45,687   99%  |              9  |    4,595  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                                                                                  |  31,389   68%  |          1,866  |    3,150  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                                                                                    |  27,065   59%  |             29  |    2,727  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                                                                                   |  26,921   59%  |          5,307  |    2,713  |
|  som.Set.add(Object)                                                                                                                                                                                                                   |  18,874   41%  |              9  |    1,890  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                                                                                     |  18,506   40%  |              0  |    1,856  |
|  som.Set.hasSome(TestInterface)                                                                                                                                                                                                        |  18,454   40%  |            128  |    1,848  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                                                                                     |  18,325   40%  |            975  |    1,835  |
|  som.IdentitySet.contains(Object)                                                                                                                                                                                                      |  18,155   40%  |          < 0.1  |    1,818  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                                                                               |  17,997   39%  |            136  |    1,800  |
|  havlak.LoopStructureGraph$$Lambda$86.0x00000008000cd790.apply(Object)                                                                                                                                                                 |  17,952   39%  |            238  |    1,799  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                                                                            |  17,860   39%  |              9  |    1,787  |
|  havlak.LoopStructureGraph.lambda$calculateNestingLevel$0(SimpleLoop)                                                                                                                                                                  |  17,714   39%  |             71  |    1,775  |
|  som.IdentitySet.lambda$contains$0(Object, Object)                                                                                                                                                                                     |  17,338   38%  |         17,338  |    1,737  |
|  som.IdentitySet$$Lambda$24.0x00000008000cd340.test(Object)                                                                                                                                                                            |  17,338   38%  |              0  |    1,737  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                                                                                                               |   8,383   18%  |             14  |      850  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                                                                                                                |   5,047   11%  |          < 0.1  |      515  |
|  havlak.HavlakLoopFinder.identifyEdges(int)                                                                                                                                                                                            |   4,107    9%  |             22  |      418  |
|  havlak.HavlakLoopFinder.processEdges(BasicBlock, int)                                                                                                                                                                                 |   4,084    9%  |              0  |      415  |
|  havlak.HavlakLoopFinder$$Lambda$17.0x00000008000cc228.apply(Object)                                                                                                                                                                   |   4,069    9%  |            129  |      413  |
|  havlak.HavlakLoopFinder.lambda$processEdges$1(int, BasicBlock)                                                                                                                                                                        |   3,940    9%  |          3,439  |      400  |
|  som.Set.forEach(ForEachInterface)                                                                                                                                                                                                     |   3,379    7%  |              0  |      338  |
|  havlak.HavlakLoopFinder.doDFS(BasicBlock, int)                                                                                                                                                                                        |   2,965    6%  |          2,722  |      302  |
|  havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int, Vector, Vector, UnionFindNode)                                                                                                                                                  |   2,874    6%  |          < 0.1  |      286  |
|  havlak.HavlakLoopFinder$$Lambda$22.0x00000008000ccef0.apply(Object)                                                                                                                                                                   |   2,851    6%  |            126  |      284  |
|  havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$4(int, Vector, Vector, Integer)                                                                                                                                               |   2,724    6%  |          1,947  |      271  |
|  havlak.HavlakLoopFinder.stepD(int, Vector)                                                                                                                                                                                            |   2,271    5%  |            681  |      229  |
