Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                                                            Method                                                                                                            |   Time (ms)   |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                                                                      |  7,032   99%  |          < 0.1  |      712  |
|  Run.runBenchmark()                                                                                                                                                                                                          |  7,026   99%  |          < 0.1  |      711  |
|  Run.doRuns(Benchmark)                                                                                                                                                                                                       |  7,000   99%  |              0  |      706  |
|  Run.measure(Benchmark)                                                                                                                                                                                                      |  7,000   99%  |          < 0.1  |      706  |
|  NBody.innerBenchmarkLoop(int)                                                                                                                                                                                               |  6,943   98%  |             20  |      702  |
|  nbody.NBodySystem.advance(double)                                                                                                                                                                                           |  6,920   98%  |          3,114  |      698  |
|  nbody.Body.setVX(double)                                                                                                                                                                                                    |  1,939   27%  |          1,939  |      198  |
|  nbody.Body.setVZ(double)                                                                                                                                                                                                    |    550    8%  |            550  |       54  |
|  nbody.Body.setVY(double)                                                                                                                                                                                                    |    507    7%  |            507  |       50  |
|  nbody.Body.getZ()                                                                                                                                                                                                           |    412    6%  |            412  |       40  |
|  nbody.Body.setX(double)                                                                                                                                                                                                     |     99    1%  |             99  |       10  |
|  nbody.Body.getY()                                                                                                                                                                                                           |     94    1%  |             94  |       10  |
|  Run.printResult(long)                                                                                                                                                                                                       |     57    1%  |              0  |        4  |
|  nbody.Body.setY(double)                                                                                                                                                                                                     |     49    1%  |             49  |        5  |
|  nbody.Body.getX()                                                                                                                                                                                                           |     49    1%  |             49  |        5  |
|  java.lang.invoke.BootstrapMethodInvoker.invoke(Class, MethodHandle, String, Object, Object, Class) BootstrapMethodInvoker.java                                                                                              |     49    1%  |              0  |        5  |
|  java.lang.invoke.CallSite.makeSite(MethodHandle, String, MethodType, Object, Class) CallSite.java                                                                                                                           |     49    1%  |              0  |        5  |
|  java.lang.invoke.DelegatingMethodHandle$Holder.delegate(Object, Object, Object, Object, Object, Object) DelegatingMethodHandle$Holder                                                                                       |     49    1%  |              0  |        5  |
|  java.lang.invoke.DirectMethodHandle$Holder.invokeStatic(Object, Object, Object, Object, Object, Object) DirectMethodHandle$Holder                                                                                           |     49    1%  |              0  |        5  |
|  java.lang.invoke.Invokers$Holder.invokeExact_MT(Object, Object, Object, Object, Object, Object, Object) Invokers$Holder                                                                                                     |     49    1%  |              0  |        5  |
|  java.lang.invoke.MethodHandleNatives.linkCallSite(Object, int, Object, Object, Object, Object, Object[]) MethodHandleNatives.java                                                                                           |     49    1%  |              0  |        5  |
|  java.lang.invoke.MethodHandleNatives.linkCallSiteImpl(Class, MethodHandle, String, MethodType, Object, Object[]) MethodHandleNatives.java                                                                                   |     49    1%  |              0  |        5  |
|  java.lang.invoke.StringConcatFactory.generateMHInlineCopy(MethodType, List) StringConcatFactory.java                                                                                                                        |     49    1%  |          < 0.1  |        5  |
|  java.lang.invoke.StringConcatFactory.makeConcatWithConstants(MethodHandles$Lookup, String, MethodType, String, Object[]) StringConcatFactory.java                                                                           |     49    1%  |              0  |        5  |
|  nbody.Body.setZ(double)                                                                                                                                                                                                     |     48    1%  |             48  |        5  |
|  java.lang.ClassLoader.loadClass(String) ClassLoader.java                                                                                                                                                                    |     38    1%  |              0  |        9  |
|  jdk.internal.loader.BuiltinClassLoader.findClassOnClassPathOrNull(String) BuiltinClassLoader.java                                                                                                                           |     38    1%  |              0  |        9  |
|  jdk.internal.loader.BuiltinClassLoader.loadClass(String, boolean) BuiltinClassLoader.java                                                                                                                                   |     38    1%  |              0  |        9  |
|  jdk.internal.loader.BuiltinClassLoader.loadClassOrNull(String, boolean) BuiltinClassLoader.java                                                                                                                             |     38    1%  |              0  |        9  |
|  jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(String, boolean) ClassLoaders.java                                                                                                                                |     38    1%  |              0  |        9  |
|  jdk.internal.loader.URLClassPath.getResource(String, boolean) URLClassPath.java                                                                                                                                             |     33    0%  |              0  |        7  |
|  java.io.PrintStream.println(String) PrintStream.java                                                                                                                                                                        |     33    0%  |              0  |        4  |
|  java.io.PrintStream.writeln(String) PrintStream.java                                                                                                                                                                        |     33    0%  |              0  |        4  |
|  java.io.BufferedOutputStream.flush() BufferedOutputStream.java                                                                                                                                                              |     30    0%  |              0  |        3  |
|  java.io.BufferedOutputStream.flushBuffer() BufferedOutputStream.java                                                                                                                                                        |     30    0%  |              0  |        3  |
|  java.io.FileOutputStream.write(byte[], int, int) FileOutputStream.java                                                                                                                                                      |     30    0%  |              0  |        3  |
|  java.io.OutputStreamWriter.flushBuffer() OutputStreamWriter.java                                                                                                                                                            |     30    0%  |              0  |        3  |
