Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)   |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  3,982   99%  |              0  |      401  |
|  Run.runBenchmark()                                                                                                                                                        |  3,982   99%  |          < 0.1  |      401  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  3,945   98%  |              0  |      399  |
|  Run.measure(Benchmark)                                                                                                                                                    |  3,945   98%  |          < 0.1  |      399  |
|  DeltaBlue.innerBenchmarkLoop(int)                                                                                                                                         |  3,905   97%  |              0  |      395  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |  2,591   64%  |          1,375  |      262  |
|  deltablue.Planner.chainTest(int)                                                                                                                                          |  2,096   52%  |          < 0.1  |      211  |
|  deltablue.Plan.execute()                                                                                                                                                  |  1,836   46%  |              0  |      188  |
|  deltablue.Planner.projectionTest(int)                                                                                                                                     |  1,809   45%  |             63  |      184  |
|  deltablue.Planner.change(Variable, int)                                                                                                                                   |  1,293   32%  |          < 0.1  |      132  |
|  deltablue.Planner.incrementalAdd(AbstractConstraint)                                                                                                                      |    936   23%  |              0  |       90  |
|  deltablue.AbstractConstraint.satisfy(int, Planner)                                                                                                                        |    926   23%  |            206  |       89  |
|  deltablue.AbstractConstraint.addConstraint(Planner)                                                                                                                       |    900   22%  |          < 0.1  |       87  |
|  deltablue.Plan$$Lambda$22.0x00000008000ccd88.apply(Object)                                                                                                                |    789   20%  |            217  |       80  |
|  deltablue.AbstractConstraint.destroyConstraint(Planner)                                                                                                                   |    614   15%  |          < 0.1  |       61  |
|  deltablue.Plan.lambda$execute$0(AbstractConstraint)                                                                                                                       |    572   14%  |            163  |       60  |
|  deltablue.UnaryConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                         |    553   14%  |              0  |       55  |
|  deltablue.Planner.incrementalRemove(AbstractConstraint)                                                                                                                   |    546   14%  |          < 0.1  |       54  |
|  deltablue.Planner.addPropagate(AbstractConstraint, int)                                                                                                                   |    489   12%  |             95  |       45  |
|  deltablue.Planner.removePropagateFrom(Variable)                                                                                                                           |    377    9%  |          < 0.1  |       37  |
|  deltablue.Planner.addConstraintsConsumingTo(Variable, Vector)                                                                                                             |    375    9%  |             47  |       36  |
|  deltablue.EditConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                          |    325    8%  |              0  |       32  |
|  deltablue.EqualityConstraint.execute()                                                                                                                                    |    305    8%  |            115  |       32  |
|  deltablue.Planner.extractPlanFromConstraints(Vector)                                                                                                                      |    302    8%  |              0  |       32  |
|  deltablue.Planner.makePlan(Vector)                                                                                                                                        |    302    8%  |             38  |       32  |
|  deltablue.Planner.constraintsConsuming(Variable, ForEachInterface)                                                                                                        |    254    6%  |              0  |       25  |
|  deltablue.ScaleConstraint.<init>(Variable, Variable, Variable, Variable, Strength$Sym, Planner)                                                                           |    230    6%  |              9  |       22  |
|  deltablue.StayConstraint.<init>(Variable, Strength$Sym, Planner)                                                                                                          |    228    6%  |              0  |       23  |
|  deltablue.Variable.setValue(int)                                                                                                                                          |    190    5%  |            190  |       20  |
|  deltablue.EqualityConstraint.<init>(Variable, Variable, Strength$Sym, Planner)                                                                                            |    185    5%  |          < 0.1  |       17  |
|  som.Vector.<init>(int)                                                                                                                                                    |    140    3%  |            140  |       13  |
