# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.01%        812457  C1 CompilerThre  libjvm.so             [.] ttyLocker::release_tty_if_locked
     0.01%        811547  C1 CompilerThre  libjvm.so             [.] CounterOverflowStub::emit_code
     0.01%        811185  C1 CompilerThre  libjvm.so             [.] ciBytecodeStream::has_appendix
     0.01%        810472  C1 CompilerThre  libjvm.so             [.] ciEnv::get_klass_by_index_impl
     0.01%        809983  C2 CompilerThre  libjvm.so             [.] Compile::static_subtype_check
     0.01%        809880  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::add_debug_info_for_null_check
     0.01%        809540  java             [JIT] tid 160376      [.] 0x00007f023a03db33
     0.01%        809433  java             [JIT] tid 160376      [.] 0x00007f02411a6ed5
     0.01%        809402  C1 CompilerThre  libjvm.so             [.] ciSymbol::ciSymbol
     0.01%        809074  java             [JIT] tid 160376      [.] 0x00007f02396e98b9
     0.01%        808018  java             [JIT] tid 160376      [.] 0x00007f0239f79d78
     0.01%        808013  C2 CompilerThre  libjvm.so             [.] CodeCache::free
     0.01%        807442  java             [JIT] tid 160376      [.] 0x00007f02396dec3c
     0.01%        807358  C2 CompilerThre  libjvm.so             [.] Parse::init_blocks
     0.01%        806588  C2 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<int, GrowableArray<int> >::grow
     0.01%        805710  C1 CompilerThre  libjvm.so             [.] ClassLoaderData::is_alive
     0.01%        804658  C1 CompilerThre  libjvm.so             [.] LIRGenerator::set_result
     0.01%        804199  C1 CompilerThre  libc.so.6             [.] _IO_padn
     0.01%        804186  java             [JIT] tid 160376      [.] 0x00007f0239d27729
     0.01%        804120  C2 CompilerThre  libjvm.so             [.] PhaseCFG::implicit_null_check
     0.01%        803985  C1 CompilerThre  libjvm.so             [.] Metaspace::allocate
     0.01%        803299  C2 CompilerThre  libjvm.so             [.] Parse::array_addressing
     0.01%        802321  C1 CompilerThre  libc.so.6             [.] _IO_default_xsputn
     0.01%        802081  C1 CompilerThre  libjvm.so             [.] Relocation::spec_simple
     0.01%        800177  java             [JIT] tid 160376      [.] 0x00007f02396e4bd0
     0.01%        799644  C1 CompilerThre  libjvm.so             [.] outputStream::do_vsnprintf_and_write_with_automatic_buffer
     0.01%        799145  C1 CompilerThre  libjvm.so             [.] LIR_List::unsigned_shift_right
     0.01%        797577  C1 CompilerThre  [kernel.kallsyms]     [k] __handle_mm_fault
     0.01%        796400  C1 CompilerThre  libjvm.so             [.] MethodData::mileage_of
     0.01%        796398  C2 CompilerThre  [kernel.kallsyms]     [k] pick_next_task_idle
     0.01%        795905  C1 CompilerThre  [kernel.kallsyms]     [k] ktime_get_coarse_real_ts64
     0.01%        795261  C1 CompilerThre  libjvm.so             [.] Assembler::movl
     0.01%        794583  C1 CompilerThre  [kernel.kallsyms]     [k] _raw_spin_unlock
     0.01%        794167  C1 CompilerThre  libjvm.so             [.] GraphBuilder::if_zero
     0.01%        794114  C2 CompilerThre  [kernel.kallsyms]     [k] charge_memcg
     0.01%        793963  C2 CompilerThre  libjvm.so             [.] rRegLOper::type
     0.01%        793519  GC Thread#0      libjvm.so             [.] RelocIterator::advance_over_prefix
     0.01%        792051  C2 CompilerThre  libjvm.so             [.] Assembler::mov_narrow_oop
     0.01%        791701  C1 CompilerThre  libjvm.so             [.] Instruction::as_If
     0.01%        791618  C1 CompilerThre  libjvm.so             [.] LIRGenerator::profile_parameters_at_call
     0.01%        791617  C1 CompilerThre  libjvm.so             [.] LinearScan::resolve_exception_handlers
     0.01%        791379  C2 CompilerThre  libjvm.so             [.] CompileQueue::get
     0.01%        790956  C2 CompilerThre  libjvm.so             [.] ciBytecodeStream::reset_to_bci
     0.01%        790663  C1 CompilerThre  libjvm.so             [.] Assembler::movl
     0.01%        788888  C2 CompilerThre  libjvm.so             [.] CmpPNode::Ideal
     0.01%        788763  C2 CompilerThre  [kernel.kallsyms]     [k] __perf_event_task_sched_in
     0.01%        787661  C1 CompilerThre  libjvm.so             [.] ProfileData::post_initialize
     0.01%        787006  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::reg2mem
     0.01%        786054  C1 CompilerThre  libc.so.6             [.] __memset_avx2_unaligned
     0.01%        785975  java             [JIT] tid 160376      [.] 0x00007f02412474a9
     0.01%        785953  C2 CompilerThre  libjvm.so             [.] OopMap::set_narrowoop
     0.01%        785578  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::super
     0.01%        785009  C1 CompilerThre  libjvm.so             [.] Assembler::mov
     0.01%        784449  C1 CompilerThre  libjvm.so             [.] FrameMap::make_new_address
     0.01%        783104  C2 CompilerThre  [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%        781628  C1 CompilerThre  libjvm.so             [.] ControlFlowOptimizer::delete_empty_blocks
     0.01%        781144  C2 CompilerThre  libjvm.so             [.] GraphKit::make_load
     0.01%        780986  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<ciMetadata*, GrowableArray<ciMetadata*> >::grow
     0.01%        780547  C1 CompilerThre  libjvm.so             [.] ConstantPool::klass_ref_at_noresolve
     0.01%        780438  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::mark_loops
     0.01%        780081  C1 CompilerThre  [kernel.kallsyms]     [k] entry_SYSCALL_64_safe_stack
     0.01%        779982  C1 CompilerThre  libjvm.so             [.] ClassLoaderData::holder_phantom
     0.01%        779881  C1 CompilerThre  libjvm.so             [.] GraphBuilder::handle_exception
     0.01%        779661  C1 CompilerThre  [kernel.kallsyms]     [k] __audit_syscall_entry
     0.01%        779448  GC Thread#5      libjvm.so             [.] RelocIterator::initialize
     0.01%        776751  C2 CompilerThre  libjvm.so             [.] Node::ins_req
     0.01%        776456  GC Thread#0      libjvm.so             [.] PCIterateMarkAndPushClosure::do_oop
     0.01%        776352  C1 CompilerThre  libjvm.so             [.] Instruction::state_values_do
     0.01%        776294  C2 CompilerThre  libjvm.so             [.] JNIHandles::make_global
     0.01%        776246  GC Thread#3      libjvm.so             [.] OopOopIterateBackwardsDispatch<PSPushContentsClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.01%        776047  C2 CompilerThre  libjvm.so             [.] GraphKit::record_profiled_parameters_for_speculation
     0.01%        775832  C1 CompilerThre  libjvm.so             [.] GenerateOopMap::mark_bbheaders_and_count_gc_points
     0.01%        774742  C1 CompilerThre  libjvm.so             [.] CodeBuffer::total_relocation_size
     0.01%        774694  C1 CompilerThre  libjvm.so             [.] RangeCheckEliminator::Bound::and_op
     0.01%        774168  C2 CompilerThre  libjvm.so             [.] MachNode::Expand
     0.01%        773132  GC Thread#0      libjvm.so             [.] metadata_Relocation::unpack_data
     0.01%        772165  C1 CompilerThre  libjvm.so             [.] Arena::grow
     0.01%        771552  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<BlockBegin*, GrowableArray<BlockBegin*> >::grow
     0.01%        769990  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::sort_into_work_list
     0.01%        769924  C2 CompilerThre  libjvm.so             [.] MachCallNode::pinned
     0.01%        769550  C1 CompilerThre  libjvm.so             [.] Compilation::emit_lir
     0.01%        768744  C1 CompilerThre  libjvm.so             [.] ciBytecodeStream::reset_to_bci
     0.01%        767226  C2 CompilerThre  libjvm.so             [.] C2Access::fixup_decorators
     0.01%        765916  GC Thread#0      libjvm.so             [.] MoveAndUpdateClosure::do_addr
     0.01%        764261  C2 CompilerThre  libjvm.so             [.] TypeTuple::singleton
     0.01%        764010  C1 CompilerThre  libjvm.so             [.] Metadata::is_klass
     0.01%        763274  C1 CompilerThre  libjvm.so             [.] ValueMap::ValueMap
     0.01%        763085  C1 CompilerThre  libjvm.so             [.] LinkResolver::check_method_loader_constraints
     0.01%        761807  C2 CompilerThre  libjvm.so             [.] StoreNode::bottom_type
     0.01%        761699  C1 CompilerThre  [kernel.kallsyms]     [k] update_rq_clock
     0.01%        760984  java             [JIT] tid 160376      [.] 0x00007f0239fe7380
     0.01%        760982  C2 CompilerThre  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.01%        760502  C2 CompilerThre  libjvm.so             [.] PhaseValues::uncached_makecon
     0.01%        760149  C2 CompilerThre  libc.so.6             [.] __futex_abstimed_wait_common
     0.01%        759074  C1 CompilerThre  libjvm.so             [.] Constant::visit
     0.01%        758849  C1 CompilerThre  libjvm.so             [.] FrameMap::finalize_frame
     0.01%        757976  java             [JIT] tid 160376      [.] 0x00007f0239fe84ab
     0.01%        757181  C2 CompilerThre  libjvm.so             [.] SafePointNode::needs_deep_clone_jvms
     0.01%        756529  C1 CompilerThre  libjvm.so             [.] LIR_OpBranch::emit_code
     0.01%        756177  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::cast_incr_before_loop
     0.01%        754054  C1 CompilerThre  libjvm.so             [.] UTF8::as_quoted_ascii
     0.01%        753403  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<Instruction*, GrowableArray<Instruction*> >::append
     0.01%        753306  Finalizer        [kernel.kallsyms]     [k] clear_page_rep
     0.01%        751683  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::make_block_at
     0.01%        749582  C1 CompilerThre  libc.so.6             [.] __strchrnul_avx2
     0.01%        748714  C1 CompilerThre  libjvm.so             [.] EdgeMoveOptimizer::optimize
     0.01%        748714  C1 CompilerThre  libjvm.so             [.] TraceTime::TraceTime
     0.01%        748596  C2 CompilerThre  [kernel.kallsyms]     [k] put_prev_task_fair
     0.01%        748136  C1 CompilerThre  libjvm.so             [.] Method::backedge_count
     0.01%        748041  C1 CompilerThre  libjvm.so             [.] CardTableBarrierSetC1::post_barrier
     0.01%        746567  C2 CompilerThre  libjvm.so             [.] TypeOopPtr::cleanup_speculative
     0.01%        745066  C1 CompilerThre  libjvm.so             [.] NullCheck::input_values_do
     0.01%        744641  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_opLabel
     0.01%        744044  C2 CompilerThre  libjvm.so             [.] TypeFunc::hash
     0.01%        743398  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::policy_range_check
     0.01%        742384  C2 CompilerThre  libjvm.so             [.] InlineTree::find_subtree_from_root
     0.01%        742128  C1 CompilerThre  libjvm.so             [.] MethodData::profile_arguments_for_invoke
     0.01%        741959  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::compute_profile_trip_cnt
     0.01%        740065  C1 CompilerThre  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.01%        740030  C1 CompilerThre  libjvm.so             [.] LinkResolver::check_field_accessability
     0.01%        737803  C2 CompilerThre  libjvm.so             [.] ModINode::Opcode
     0.01%        737557  C2 CompilerThre  [kernel.kallsyms]     [k] __get_user_nocheck_4
     0.01%        736789  C1 CompilerThre  libjvm.so             [.] MacroAssembler::decode_heap_oop
     0.01%        736572  C2 CompilerThre  libjvm.so             [.] Node::rm_prec
     0.01%        734148  C2 CompilerThre  libjvm.so             [.] Node_Array::grow
     0.01%        734084  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::assign_loop_depth
     0.01%        733813  C1 CompilerThre  libjvm.so             [.] ProfileInvoke::visit
     0.01%        732272  C1 CompilerThre  libjvm.so             [.] FrameMap::sp_offset_for_slot
     0.01%        731957  C1 CompilerThre  libjvm.so             [.] LIRGenerator::move_to_phi
     0.01%        731955  C2 CompilerThre  libjvm.so             [.] commute
     0.01%        729839  C2 CompilerThre  [kernel.kallsyms]     [k] vmware_sched_clock
     0.01%        728422  C2 CompilerThre  libjvm.so             [.] LoadUBNode::Opcode
     0.01%        728205  C1 CompilerThre  libjvm.so             [.] CgroupSubsystem::memory_limit_in_bytes
     0.01%        727898  C2 CompilerThre  libjvm.so             [.] LoadNode::Value
     0.01%        726790  C2 CompilerThre  [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%        726581  C1 CompilerThre  [kernel.kallsyms]     [k] futex_wake
     0.01%        726087  C1 CompilerThre  libjvm.so             [.] If::input_values_do
